央视频道,#genre#
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225730/index.m3u8?#http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv10#http://207.56.13.146:81/cdnlive/cctv10.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/10/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225597/index.m3u8?#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv11#http://207.56.13.146:81/cdnlive/cctv11.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/11/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225731/index.m3u8?#http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv12#http://207.56.13.146:81/cdnlive/cctv12.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/12/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226537/index.m3u8?#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv13#http://207.56.13.146:81/cdnlive/cctv13.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/13/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225732/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv14#http://207.56.13.146:81/cdnlive/cctv14.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/14/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225601/index.m3u8?#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv15#http://207.56.13.146:81/cdnlive/cctv15.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/15/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226100/index.m3u8?#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv16#http://207.56.13.146:81/cdnlive/cctv16.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009#http://111.43.126.240:9003/hls/16/index.m3u8
CCTV17,http://111.43.126.240:9003/hls/17/index.m3u8#https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv17#http://207.56.13.146:81/cdnlive/cctv17.m3u8#http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009

卫视频道,#genre#
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226450/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226450/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://111.43.126.240:9003/hls/31/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225740/index.m3u8?#http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8#http://111.43.126.240:9003/hls/32/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226345/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://111.43.126.240:9003/hls/33/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226409/index.m3u8?#http://111.43.126.240:9003/hls/34/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225610/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8#http://111.43.126.240:9003/hls/59/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225627/index.m3u8?#http://39.135.133.169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/1.m3u8#http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8?#http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8#http://111.43.126.240:9003/hls/58/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225613/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226310/index.m3u8?#http://111.43.126.240:9003/hls/63/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226339/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/1.m3u8?#http://111.43.126.240:9003/hls/35/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/index.m3u8#http://39.134.68.138:6610/PLTV/88888888/224/3221225739/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8#http://111.43.126.240:9003/hls/41/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226391/index.m3u8?#http://39.135.133.159:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8#http://39.135.133.158/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://111.43.126.240:9003/hls/37/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226480/index.m3u8#http://39.135.133.174:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8#http://111.43.126.240:9003/hls/57/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226406/index.m3u8?#http://111.43.126.240:9003/hls/55/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226456/index.m3u8?#http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8#http://39.135.133.158:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8?#http://111.43.126.240:9003/hls/36/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226392/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226392/index.m3u8?#http://111.43.126.240:9003/hls/54/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226344/index.m3u8?#http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8?#http://111.43.126.240:9003/hls/38/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226341/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226341/index.m3u8?#http://39.135.133.158:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8#http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/1.m3u8?#http://111.43.126.240:9003/hls/39/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226248/index.m3u8?#http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8?#http://111.43.126.240:9003/hls/40/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226549/index.m3u8?#http://111.43.126.240:9003/hls/42/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226338/index.m3u8?#http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8?#http://39.135.133.176/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8?#http://111.43.126.240:9003/hls/46/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226444/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226444/index.m3u8?#http://111.43.126.240:9003/hls/44/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226474/index.m3u8?#http://39.135.133.169:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8#http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8#http://111.43.126.240:9003/hls/45/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226467/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226531/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226532/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221226525/index.m3u8?#http://39.135.133.181:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8?#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226525/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226531/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226532/index.m3u80#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226585/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226467/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8#http://111.43.126.240:9003/hls/30/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226397/index.m3u8?#http://39.135.133.158:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8?#http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8#http://111.43.126.240:9003/hls/61/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226546/index.m3u8?#http://39.135.133.156:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8?#http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/1.m3u8?#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8#http://111.43.126.240:9003/hls/62/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225634/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225634/index.m3u8?#http://111.43.126.240:9003/hls/56/index.m3u8
宁厦卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225632/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225632/index.m3u8?#http://111.43.126.240:9003/hls/51/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/8/3221226457/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226457/index.m3u8?#http://111.43.126.240:9003/hls/53/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225633/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225633/index.m3u8?#http://111.43.126.240:9003/hls/52/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225635/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225635/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225635/index.m3u8?#http://111.43.126.240:9003/hls/48/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226465/index.m3u8?#http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8?#http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/1.m3u8?#http://111.43.126.240:9003/hls/43/index.m3u8
三沙卫视,https://tv1288.xyz/hainantv.php?proxy=1&id=ssws
西藏卫视,http://111.43.126.240:9003/hls/47/index.m3u8#http://yuwentao114.x3322.net:4022/udp/239.252.219.131:5140
青海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225628/index.m3u8?#http://111.43.126.240:9003/hls/50/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225660/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225660/index.m3u8?
兵团卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226439/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226439/index.m3u8?#http://111.43.126.240:9003/hls/49/index.m3u8#http://111.43.126.240:9003/hls/49/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221226516/index.m3u8?
海峡卫视,https://live.264788.xyz/channel/haixiaweishi?streamid=be23d18302e75af7b2388988938fa934&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/haixiaweishi?streamid=be23d18302e75af7b2388988938fa934&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/haixiaweishi?streamid=be23d18302e75af7b2388988938fa934&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/haixiaweishi?streamid=52e5e5fac4d6b6e3631011c8ee8ee1ad&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/haixiaweishi?streamid=f11f5897802881420f37cc2b50976510&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#https://live.264788.xyz/channel/haixiaweishi?streamid=f495ed8625aedd9e72c64fb11e6d68f2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

港台频道,#genre#
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
有线综合,http://rihou.cc:555/tv/[Pd]有线综合
无线新闻,http://rihou.cc:555/tv/[Pd]无线新闻
无线翡翠,http://rihou.cc:555/tv/[Pd]无线翡翠#http://rihou.cc:555/tv/[Pd]无线翡4K
无线华丽,http://rihou.cc:555/tv/[Pd]无线华丽
无线明珠,http://rihou.cc:555/tv/[Pd]无线明珠
无线星河,http://rihou.cc:555/tv/[Pd]无线星河
无线功夫,http://rihou.cc:555/tv/[Pd]无线功夫
全球时尚,https://player.juyun.tv/camera/137932133.m3u8
每经快迅,https://swiftplay.hxkjmedia.com/tv/spbW.m3u8

电影频道,#genre#
CHC动作,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcdz#http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chchd#http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub#http://120.24.194.118:10002/952383261
CHC家庭,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt#http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
新片放映,http://120.198.160.88:1234/619495952
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225743/index.m3u8?#http://39.135.133.138/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225661/index.m3u8?#http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225717/index.m3u8?#http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225665/index.m3u8?#http://39.134.65.89/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
国产悬疑,http://8.155.43.98:35455/huya/11342395
高分动作,http://8.155.43.98:35455/huya/11352884
犯罪片,http://8.155.43.98:35455/huya/11352962
战争片,http://8.155.43.98:35455/huya/21059574
功夫片,http://8.155.43.98:35455/huya/11352941
喜剧片,http://8.155.43.98:35455/huya/11352877
武侠片,http://8.155.43.98:35455/huya/11342435
电影轮播,http://8.155.43.98:35455/huya/11279247

电视剧频道,#genre#
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225670/index.m3u8?
热播精选,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225671/index.m3u8?
精品影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225664/index.m3u8?
超级视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8#http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225716/index.m3u8?#http://39.134.64.179:6610/PLTV/88888888/224/3221225741/index.m3u8?#http://39.134.65.74/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225742/index.m3u8?#http://39.135.135.28/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225669/index.m3u8?
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225663/index.m3u8?
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225677/index.m3u8?
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225671/index.m3u8?
军旅剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225676/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225676/index.m3u8?#http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8

纪录综艺,#genre#
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225672/index.m3u8?
CGTN纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225602/index.m3u8#http://39.134.64.179:6610/PLTV/88888888/224/3221225602/index.m3u8?
求索纪录,http://39.134.65.106/PLTV/88888888/224/3221225713/1.m3u8
求索生活,http://39.134.65.106/PLTV/88888888/224/3221225715/1.m3u8
求索科学,http://39.134.65.106/PLTV/88888888/224/3221225728/1.m3u8
求索动物,http://39.134.65.106/PLTV/88888888/224/3221225730/1.m3u8
宇宙探索,http://8.155.43.98:35455/douyu/9456028#http://live.nctv.top/douyu1.php?id=9456028
